,Fold 0,Fold 1,Fold 2,Fold 3,Fold 4
C8-pos_Cluster_0183: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0184: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0185: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0186: NA,0.0,0.2610525259505375,0.0889494366942148,0.19345877948318102,0.007264914682318366
C8-pos_Cluster_0187: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0188: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0189: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0190: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0191: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0192: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0193: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0194: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0195: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0196: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0197: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0198: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0199: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0200: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0201: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0202: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0203: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0204: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0205: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0206: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0207: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0208: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0209: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0210: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0211: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0212: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0213: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0214: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0215: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0216: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0217: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0218: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0219: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0220: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0221: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0222: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0223: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0224: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0225: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0226: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0227: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0228: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0229: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0230: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0231: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0232: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0233: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0234: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0235: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0236: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0237: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0238: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0239: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0240: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0241: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0242: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0243: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0244: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0245: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0246: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0247: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0248: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0249: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0250: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0251: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0252: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0253: sphingosine,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0254: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0255: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0256: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0257: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0258: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0259: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0260: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0261: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0262: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0263: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0264: linoleoyl ethanolamide ,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0265: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0266: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0267: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0268: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0269: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0270: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0271: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0272: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0273: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0274: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0275: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0276: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0277: stearoyl ethanolamide,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0278: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0279: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0280: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0281: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0282: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0283: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0284: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0285: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0286: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0287: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0288: palmitoyl glycerol,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0289: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0290: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0291: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0292: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0293: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0294: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0295: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0296: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0297: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0298: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0299: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0300: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0301: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0302: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0303: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0304: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0305: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0306: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0307: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0308: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0309: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0310: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0311: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0312: NA,0.0,0.0,-0.01200280383271491,0.0,0.0
C8-pos_Cluster_0313: C16:1 MAG*,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0314: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0315: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0316: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0317: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0318: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0319: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0320: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0321: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0322: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0323: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0324: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0325: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0326: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0327: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0328: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0329: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0330: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0331: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0332: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0333: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0334: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0335: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0336: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0337: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0338: C18:0e MAG,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0339: linoleoyl ethanolamide ,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0340: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0341: N-oleoylethanolamine ,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0342: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0343: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0344: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0345: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0346: NA,0.0,-0.2095540465296228,0.0,0.0,0.0
C8-pos_Cluster_0347: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0348: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0349: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0350: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0351: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0352: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0353: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0354: C16:1 MAG,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0355: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0356: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0357: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0358: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0359: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0360: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0361: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0362: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0363: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0364: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0365: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0366: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0367: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0368: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0369: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0370: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0371: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0372: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0373: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0374: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0375: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0376: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0377: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0378: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0379: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0380: NA,0.0,0.0,-0.14582806680933097,0.0,0.0
C8-pos_Cluster_0381: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0382: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0383: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0384: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0385: NA,0.0,0.0,-0.04227914418045454,0.0,0.0
C8-pos_Cluster_0386: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0387: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0388: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0389: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0390: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0391: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0392: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0393: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0394: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0395: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0396: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0397: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0398: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0399: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0400: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0401: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0402: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0403: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0404: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0405: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0406: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0407: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0408: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0409: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0410: C18:0e MAG,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0411: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0412: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0413: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0414: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0415: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0416: cholesterol,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0417: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0418: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0419: NA,0.0,0.0,0.0,0.03329210844754339,0.0
C8-pos_Cluster_0420: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0421: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0422: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0423: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0424: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0425: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0426: NA,0.17363930600618982,0.0,0.0,0.0,0.059725299740427854
C8-pos_Cluster_0427: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0428: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0429: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0430: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0431: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0432: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0433: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0434: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0435: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0436: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0437: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0438: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0439: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0440: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0441: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0442: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0443: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0444: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0445: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0446: C18:0 MAG,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0447: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0448: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0449: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0450: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0451: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0452: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0453: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0454: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0455: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0456: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0457: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0458: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0459: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0460: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0461: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0462: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0463: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0464: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0465: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0466: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0467: C18:0 MAG,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0468: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0469: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0470: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0471: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0472: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0473: NA,0.17420196852448935,0.0035955270404217474,0.0,0.0,0.0
C8-pos_Cluster_0474: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0475: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0476: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0477: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0478: cholestenone,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0479: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0480: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0481: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0482: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0483: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0484: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0485: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0486: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0487: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0488: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0489: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0490: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0491: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0492: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0493: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0494: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0495: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0496: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0497: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0498: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0499: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0500: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0501: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0502: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0503: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0504: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0505: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0506: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0507: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0508: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0509: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0510: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0511: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0512: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0513: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0514: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0515: beta-sitosterol,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0516: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0517: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0518: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0519: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0520: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0521: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0522: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0523: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0524: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0525: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0526: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0527: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0528: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0529: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0530: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0531: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0532: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0533: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0534: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0535: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0536: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0537: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0538: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0539: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0540: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0541: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0542: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0543: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0544: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0545: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0546: NA,0.06769341071800192,0.0,0.0,0.0,0.0
C8-pos_Cluster_0547: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0548: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0549: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0550: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0551: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0552: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0553: NA,0.0,0.0,0.0,0.0,0.0
C8-pos_Cluster_0554: cholestenone,0.0,0.0,0.0,0.0,0.0
