,Fold 0,Fold 1,Fold 2,Fold 3,Fold 4
C18-neg_Cluster_1383: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1384: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1385: maslinic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1386: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1387: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1388: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1389: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1390: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1391: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1392: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1393: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1394: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1395: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1396: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1397: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1398: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1399: NA,0.0,-0.04815077484341769,0.0,0.0,0.0
C18-neg_Cluster_1400: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1401: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1402: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1403: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1404: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1405: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1406: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1407: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1408: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1409: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1410: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1411: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1412: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1413: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1414: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1415: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1416: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1417: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1418: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1419: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1420: NA,0.0,0.0,0.0,-0.02268148262530696,0.0
C18-neg_Cluster_1421: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1422: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1423: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1424: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1425: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1426: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1427: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1428: NA,0.0,-0.027006338640173225,0.0,0.0,0.0
C18-neg_Cluster_1429: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1430: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1431: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1432: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1433: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1434: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1435: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1436: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1437: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1438: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1439: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1440: NA,0.0,0.0,0.0,0.16542994543815231,0.0
C18-neg_Cluster_1441: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1442: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1443: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1444: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1445: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1446: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1447: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1448: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1449: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1450: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1451: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1452: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1453: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1454: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1455: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1456: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1457: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1458: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1459: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1460: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1461: NA,0.0,-0.1028767920570687,0.0,-0.053223702714412145,-0.002748769783656706
C18-neg_Cluster_1462: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1463: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1464: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1465: taurolithocholic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1466: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1467: NA,-0.017379416684206242,-0.02926372550275689,0.0,0.0,0.0
C18-neg_Cluster_1468: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1469: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1470: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1471: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1472: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1473: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1474: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1475: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1476: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1477: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1478: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1479: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1480: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1481: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1482: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1483: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1484: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1485: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1486: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1487: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1488: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1489: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1490: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1491: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1492: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1493: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1494: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1495: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1496: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1497: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1498: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1499: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1500: NA,0.0,0.09327602948641386,0.01811979829836208,0.14497167620099793,0.0
C18-neg_Cluster_1501: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1502: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1503: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1504: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1505: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1506: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1507: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1508: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1509: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1510: NA,0.0,0.0,0.0,-0.2924790340857519,0.0
C18-neg_Cluster_1511: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1512: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1513: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1514: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1515: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1516: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1517: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1518: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1519: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1520: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1521: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1522: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1523: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1524: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1525: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1526: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1527: NA,0.0,0.0,0.21052363685697825,0.096392791557544,0.0
C18-neg_Cluster_1528: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1529: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1530: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1531: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1532: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1533: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1534: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1535: NA,0.0,0.09654615525837158,0.0,0.0,0.0
C18-neg_Cluster_1536: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1537: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1538: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1539: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1540: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1541: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1542: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1543: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1544: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1545: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1546: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1547: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1548: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1549: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1550: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1551: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1552: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1553: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1554: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1555: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1556: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1557: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1558: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1559: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1560: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1561: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1562: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1563: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1564: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1565: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1566: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1567: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1568: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1569: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1570: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1571: NA,0.0,0.0,0.0,-0.048956447295874575,0.0
C18-neg_Cluster_1572: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1573: NA,0.0,-0.0031965365441895786,0.0,0.0,0.0
C18-neg_Cluster_1574: taurochenodesoxycholic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1575: taurodeoxycholic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1576: taurohyodeoxycholate/ tauroursodeoxycholate,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1577: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1578: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1579: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1580: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1581: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1582: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1583: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1584: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1585: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1586: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1587: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1588: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1589: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1590: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1591: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1592: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1593: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1594: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1595: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1596: oleanolic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1597: NA,-0.22729363486203094,-0.24682897961189448,-0.034496530032889175,-0.09864445234148991,-0.04311852939714167
C18-neg_Cluster_1598: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1599: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1600: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1601: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1602: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1603: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1604: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1605: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1606: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1607: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1608: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1609: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1610: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1611: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1612: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1613: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1614: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1615: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1616: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1617: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1618: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1619: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1620: arachidonic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1621: cholate,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1622: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1623: NA,0.0,0.0,0.0,0.0,-0.12048553576828233
C18-neg_Cluster_1624: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1625: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1626: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1627: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1628: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1629: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1630: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1631: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1632: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1633: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1634: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1635: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1636: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1637: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1638: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1639: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1640: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1641: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1642: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1643: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1644: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1645: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1646: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1647: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1648: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1649: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1650: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1651: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1652: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1653: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1654: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1655: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1656: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1657: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1658: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1659: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1660: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1661: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1662: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1663: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1664: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1665: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1666: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1667: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1668: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1669: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1670: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1671: NA,0.19028284741677567,0.0,0.0,0.0,0.0
C18-neg_Cluster_1672: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1673: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1674: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1675: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1676: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1677: NA,0.0,0.0,0.0,-0.015283545363484613,0.0
C18-neg_Cluster_1678: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1679: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1680: maslinic acid,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1681: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1682: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1683: NA,0.0,0.0,0.03466052188585808,0.026251159962337824,0.0
C18-neg_Cluster_1684: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1685: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1686: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1687: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1688: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1689: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1690: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1691: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1692: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1693: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1694: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1695: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1696: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1697: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1698: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1699: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1700: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1701: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1702: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1703: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1704: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1705: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1706: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1707: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1708: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1709: NA,0.0,0.0,0.0,-0.0418115019906279,0.0
C18-neg_Cluster_1710: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1711: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1712: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1713: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1714: NA,0.0,0.11590678393460943,0.0014497082251800182,0.0,0.0
C18-neg_Cluster_1715: NA,0.0,0.0,0.04240169365949752,0.0,0.0
C18-neg_Cluster_1716: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1717: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1718: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1719: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1720: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1721: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1722: cholate,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1723: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1724: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1725: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1726: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1727: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1728: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1729: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1730: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1731: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1732: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1733: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1734: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1735: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1736: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1737: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1738: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1739: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1740: NA,0.001495279668406549,0.0,0.0,0.0,0.0
C18-neg_Cluster_1741: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1742: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1743: NA,0.21120766229200322,0.04390301523183267,0.0,0.0,0.0
C18-neg_Cluster_1744: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1745: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1746: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1747: NA,-0.017439984644879936,-0.3306407574337651,-0.09860460567195581,-0.054247386139505645,-0.23994606374160057
C18-neg_Cluster_1748: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1749: NA,0.0,0.0,0.0,0.0,0.0
C18-neg_Cluster_1750: NA,-0.002042860233073108,0.0,0.0,0.0,0.0
C18-neg_Cluster_1751: NA,0.0,0.0,0.0,0.0,0.0
