,Sarcosine,Phenol,Asparagine,Allantoin,Cytidine,Serine,Lysine,Thymidine,Ornithine,Glucose,Guanosine,Phenylacetate,"1,3-Dihydroxyacetone",N-Methylhydantoin,2-Aminobutyrate,Tyrosine,5-Aminopentanoate,Arginine,Hypoxanthine,Acetaminophen,Propionate,Putrescine,2-Hydroxyglutarate,Thymine,Tryptophan,Pyroglutamate,Methylamine,myo-Inositol,Threonine,Creatine,Citrulline,Proline,Propylene glycol,DL-methionine-sulfoxide,Leucine,O-Acetylcarnitine,4-Hydroxyphenyllactate,4-Hydroxyphenylacetate,Uridine,Valerate,Urocanate,Desaminotyrosine,3-Hydroxybutyrate,Valine,Betaine,Fumarate,N-Acetylneuraminate,Nicotinate,beta-Pseudouridine,Inosine,Xylose,Citrate,Phenylalanine,Arabinose,Indole-3-lactate,Uracil,Creatinine,Isovalerate,2-Oxoglutarate,Histidine,Acetoin,Pyruvate,Choline,Alanine,Isopropanol,Dimethylamine,Ethanol,"N,N-Dimethylglycine",Ascorbate,Glutamine,Glutamate,4-Aminobutyrate,Aspartate,Fucose,Galactose,beta-Alanine,Tyramine,2'-Deoxyinosine,"5,6-Dihydrouracil",2-Hydroxybutyrate,Isobutyrate,Succinate,Lactate,Glycerol,2'-Deoxyuridine,Formate,Glycine,N-Acetylglucosamine,Cytosine,3-Phenyllactate,Trimethylamine,Malate,N-Carbamoyl-beta-alanine,4-Hydroxybenzoate,Glutarate,Carnitine,Isoleucine,Ribose,Taurine,Lactose,Butyrate,Methylsuccinate,p-Cresol,Urea,Methionine,Ethanolamine,Acetate,Methanol,Cadaverine,Indole-3-acetate
Indole-3-lactate,0.875,0.8,0.8292682926829268,0.92,0.9,0.8205128205128205,0.8409090909090909,0.9230769230769231,0.8372093023255813,0.9333333333333333,0.9104477611940298,0.6666666666666667,0.8888888888888888,0.9375,0.825,0.75,0.8809523809523809,0.8571428571428572,0.8958333333333334,0.8888888888888888,0.8611111111111112,0.972972972972973,0.736842105263158,0.9361702127659575,0.29729729729729726,0.8936170212765957,1.0,0.9714285714285714,0.825,0.8888888888888888,0.851063829787234,0.8888888888888888,0.8611111111111112,0.8478260869565217,0.8048780487804879,0.8571428571428572,0.6153846153846154,0.75,0.8620689655172413,0.8780487804878049,0.8333333333333334,0.8181818181818181,0.7567567567567568,0.85,0.9047619047619048,0.8888888888888888,0.8524590163934427,0.8181818181818181,0.896551724137931,0.9206349206349207,0.9545454545454546,0.8780487804878049,0.675,0.9545454545454546,0.0,0.9090909090909091,0.9591836734693877,0.8461538461538461,0.875,0.7446808510638299,0.8648648648648649,0.8888888888888888,0.925,0.8378378378378378,0.9117647058823529,1.0,0.9428571428571428,0.875,0.8571428571428572,0.8372093023255813,0.8333333333333334,0.8780487804878049,0.825,0.9387755102040817,0.9333333333333333,0.8421052631578947,0.8863636363636364,0.9393939393939394,0.9565217391304348,0.7222222222222222,0.7941176470588236,0.8571428571428572,0.8,0.8888888888888888,0.9032258064516129,0.9428571428571428,0.8611111111111112,0.9038461538461539,0.8666666666666667,0.7894736842105263,1.0,0.7222222222222222,0.8780487804878049,0.825,0.8648648648648649,0.8666666666666667,0.8372093023255813,0.9318181818181819,0.9285714285714286,0.9454545454545454,0.8421052631578947,0.8837209302325582,0.9,0.9142857142857143,0.8444444444444444,0.9459459459459459,0.8823529411764706,0.9696969696969697,0.9459459459459459,0.3529411764705882
Uracil,0.9666666666666667,0.782608695652174,0.9696969696969697,0.8888888888888888,0.8444444444444444,0.967741935483871,0.9722222222222222,0.88,0.9714285714285714,0.9375,0.8653846153846154,0.8666666666666667,0.96,0.8787878787878788,0.96875,0.8611111111111112,0.96875,0.975609756097561,0.8181818181818181,0.8387096774193549,0.9615384615384616,1.0,0.9696969696969697,0.6666666666666667,0.9111111111111111,0.8823529411764706,1.0,0.9523809523809523,0.935483870967742,0.9714285714285714,0.9743589743589743,0.9714285714285714,0.9615384615384616,0.9459459459459459,0.9705882352941176,0.975609756097561,0.8571428571428572,0.8387096774193549,0.7906976744186046,0.967741935483871,0.8947368421052632,0.8484848484848485,0.967741935483871,0.967741935483871,0.9333333333333333,0.96,0.9433962264150944,0.8125,0.7804878048780488,0.875,0.9333333333333333,0.967741935483871,0.8857142857142857,0.9333333333333333,0.9090909090909091,0.0,0.8787878787878788,0.9666666666666667,0.9666666666666667,0.9024390243902439,0.962962962962963,0.96,0.9642857142857143,0.9642857142857143,0.9545454545454546,1.0,0.9545454545454546,0.9666666666666667,0.9230769230769231,0.9714285714285714,0.9705882352941176,0.967741935483871,0.96875,0.9444444444444444,0.9375,0.9655172413793104,0.8333333333333334,0.88,0.8666666666666667,0.967741935483871,0.9615384615384616,0.96,0.962962962962963,0.96,0.8,0.9545454545454546,0.9615384615384616,0.9512195121951219,0.6785714285714286,0.9215686274509804,1.0,0.967741935483871,0.967741935483871,0.8214285714285714,0.962962962962963,0.9722222222222222,0.9714285714285714,0.935483870967742,0.9666666666666667,0.9523809523809523,0.9655172413793104,0.9696969696969697,0.8,0.9565217391304348,0.972972972972973,0.9583333333333334,0.9565217391304348,0.9473684210526316,1.0,0.8947368421052632
Creatinine,0.9032258064516129,0.8928571428571429,0.9428571428571428,0.8378378378378378,0.8541666666666666,0.9705882352941176,0.9743589743589743,0.8653846153846154,0.9736842105263158,0.9722222222222222,0.8727272727272728,0.9428571428571428,0.9642857142857143,0.46153846153846156,0.9411764705882353,0.926829268292683,0.9714285714285714,0.9285714285714286,0.8947368421052632,0.8857142857142857,0.9285714285714286,1.0,0.9722222222222222,0.8529411764705882,0.96,0.8285714285714285,0.9545454545454546,0.9583333333333334,0.875,0.8857142857142857,0.925,0.9459459459459459,0.9285714285714286,0.9230769230769231,0.9444444444444444,0.9534883720930233,0.925,0.9166666666666666,0.9,0.9393939393939394,0.9285714285714286,0.9210526315789473,0.9393939393939394,0.9393939393939394,0.90625,0.9642857142857143,0.9464285714285714,0.9210526315789473,0.9183673469387755,0.9038461538461539,0.9393939393939394,0.9705882352941176,0.95,0.9393939393939394,0.9591836734693877,0.8787878787878788,0.0,0.9375,0.9696969696969697,0.9333333333333333,0.8928571428571429,0.9259259259259259,0.9333333333333333,0.9333333333333333,0.9166666666666666,0.9565217391304348,0.9166666666666666,0.9375,0.9024390243902439,0.9459459459459459,0.972972972972973,0.9705882352941176,0.9714285714285714,0.9487179487179487,0.9722222222222222,0.96875,0.9142857142857143,0.8867924528301887,0.7666666666666666,0.9393939393939394,0.9285714285714286,0.9642857142857143,0.8928571428571429,0.9642857142857143,0.8823529411764706,0.96,0.9655172413793104,0.9545454545454546,0.8235294117647058,0.8627450980392157,0.9565217391304348,0.9705882352941176,0.90625,0.9090909090909091,0.9666666666666667,0.9473684210526316,0.9459459459459459,0.9714285714285714,0.9696969696969697,0.9555555555555556,0.935483870967742,0.9428571428571428,0.8620689655172413,0.92,0.9487179487179487,0.962962962962963,0.92,0.9047619047619048,1.0,0.9534883720930233
Isovalerate,0.6666666666666667,0.9130434782608696,0.7083333333333333,0.9117647058823529,0.9574468085106383,0.7391304347826086,0.7857142857142857,0.9183673469387755,0.7777777777777778,0.9310344827586207,0.962962962962963,0.76,0.7894736842105263,0.9032258064516129,0.6956521739130435,0.8125,0.75,0.8181818181818181,0.9411764705882353,0.9,0.5882352941176471,0.95,0.7083333333333333,0.9,0.85,0.8709677419354839,0.9375,0.9444444444444444,0.6363636363636364,0.7307692307692308,0.8064516129032258,0.8620689655172413,0.736842105263158,0.7586206896551724,0.6086956521739131,0.6551724137931034,0.8064516129032258,0.7777777777777778,0.9347826086956522,0.6818181818181819,0.8529411764705882,0.7931034482758621,0.38888888888888884,0.6190476190476191,0.7916666666666666,0.7894736842105263,0.8478260869565217,0.8709677419354839,0.9318181818181819,0.9591836734693877,0.9642857142857143,0.7391304347826086,0.8,0.9642857142857143,0.8461538461538461,0.9666666666666667,0.9375,0.0,0.7272727272727273,0.8,0.6842105263157895,0.7222222222222222,0.8695652173913043,0.631578947368421,0.75,0.9411764705882353,0.8235294117647058,0.6666666666666667,0.8857142857142857,0.7777777777777778,0.72,0.7391304347826086,0.5714285714285714,0.9393939393939394,0.9310344827586207,0.7142857142857143,0.9333333333333333,0.9607843137254902,0.9666666666666667,0.6818181818181819,0.5882352941176471,0.6470588235294117,0.6111111111111112,0.85,0.9375,0.8888888888888888,0.6666666666666667,0.8888888888888888,0.9375,0.8444444444444444,0.9411764705882353,0.55,0.7391304347826086,0.8461538461538461,0.6842105263157895,0.7407407407407407,0.625,0.9285714285714286,0.88,0.9487179487179487,0.65,0.7083333333333333,0.92,0.8333333333333334,0.75,0.9,0.6875,0.8666666666666667,0.9523809523809523,0.8181818181818181
2-Oxoglutarate,0.7272727272727273,0.9130434782608696,0.8076923076923077,0.9117647058823529,0.9574468085106383,0.7916666666666666,0.8275862068965517,0.94,0.8214285714285714,0.9310344827586207,0.962962962962963,0.76,0.7894736842105263,0.9375,0.8,0.8484848484848485,0.6363636363636364,0.8529411764705882,0.9411764705882353,0.935483870967742,0.6666666666666667,0.95,0.6521739130434783,0.935483870967742,0.8780487804878049,0.8709677419354839,1.0,0.9444444444444444,0.8461538461538461,0.7777777777777778,0.84375,0.8620689655172413,0.9090909090909091,0.8387096774193549,0.8148148148148149,0.8181818181818181,0.84375,0.7777777777777778,0.9347826086956522,0.6190476190476191,0.8529411764705882,0.7037037037037037,0.7391304347826086,0.84,0.7391304347826086,0.7894736842105263,0.8958333333333334,0.8709677419354839,0.9318181818181819,0.9591836734693877,0.9642857142857143,0.6818181818181819,0.8387096774193549,0.9642857142857143,0.875,0.9666666666666667,0.9696969696969697,0.7272727272727273,0.0,0.8333333333333334,0.8636363636363636,0.7222222222222222,0.9166666666666666,0.8181818181818181,0.9473684210526316,1.0,0.8888888888888888,0.7272727272727273,0.9166666666666666,0.7777777777777778,0.6666666666666667,0.6190476190476191,0.75,0.9393939393939394,0.9310344827586207,0.5789473684210527,0.9333333333333333,0.9607843137254902,0.9666666666666667,0.7916666666666666,0.8,0.3571428571428571,0.8095238095238095,0.9047619047619048,0.9375,0.8888888888888888,0.6666666666666667,0.9189189189189189,0.9696969696969697,0.8936170212765957,1.0,0.7391304347826086,0.6190476190476191,0.8461538461538461,0.5294117647058824,0.8275862068965517,0.8214285714285714,0.9285714285714286,0.88,0.9487179487179487,0.5789473684210527,0.76,0.9615384615384616,0.8333333333333334,0.8333333333333334,0.9,0.7647058823529411,0.9375,0.9523809523809523,0.8181818181818181
Histidine,0.8333333333333334,0.8857142857142857,0.6764705882352942,0.8913043478260869,0.8947368421052632,0.65625,0.7027027027027026,0.9016393442622951,0.6944444444444444,0.9285714285714286,0.8888888888888888,0.7837837837837838,0.8787878787878788,0.9090909090909091,0.6666666666666667,0.5945945945945945,0.8108108108108107,0.7073170731707317,0.7804878048780488,0.8809523809523809,0.8125,0.9393939393939394,0.7837837837837838,0.8809523809523809,0.6046511627906976,0.8604651162790697,0.9666666666666667,0.96875,0.7428571428571429,0.825,0.6923076923076923,0.8809523809523809,0.9142857142857143,0.6842105263157895,0.6857142857142857,0.8478260869565217,0.7560975609756098,0.7948717948717949,0.875,0.8378378378378378,0.641025641025641,0.8048780487804879,0.8055555555555556,0.7714285714285715,0.8378378378378378,0.8787878787878788,0.864406779661017,0.775,0.8490566037735849,0.8793103448275862,0.9512195121951219,0.8378378378378378,0.5714285714285714,0.9512195121951219,0.7446808510638299,0.9024390243902439,0.9333333333333333,0.8,0.8333333333333334,0.0,0.8529411764705882,0.8787878787878788,0.9473684210526316,0.75,0.9375,1.0,0.9375,0.8333333333333334,0.8958333333333334,0.6944444444444444,0.6470588235294117,0.8055555555555556,0.625,0.9347826086956522,0.9285714285714286,0.7941176470588236,0.8780487804878049,0.9016393442622951,0.9285714285714286,0.8055555555555556,0.8125,0.8064516129032258,0.8181818181818181,0.9117647058823529,0.8983050847457628,0.9375,0.7741935483870968,0.8979591836734694,0.8837209302325582,0.8214285714285714,1.0,0.7714285714285715,0.8055555555555556,0.8421052631578947,0.8181818181818181,0.8837209302325582,0.7631578947368421,0.926829268292683,0.8947368421052632,0.9423076923076923,0.8285714285714285,0.8461538461538461,0.9210526315789473,0.8709677419354839,0.6756756756756757,0.9090909090909091,0.8709677419354839,0.9310344827586207,0.9411764705882353,0.7674418604651163
Acetoin,0.8095238095238095,0.9523809523809523,0.782608695652174,0.9696969696969697,0.9777777777777777,0.7619047619047619,0.8076923076923077,0.9361702127659575,0.8,0.962962962962963,0.9807692307692307,0.88,0.8235294117647058,0.8928571428571429,0.7142857142857143,0.7931034482758621,0.875,0.8387096774193549,0.96875,0.8461538461538461,0.7647058823529411,1.0,0.782608695652174,0.8888888888888888,0.868421052631579,0.896551724137931,0.9230769230769231,0.9333333333333333,0.5789473684210527,0.8461538461538461,0.8275862068965517,0.8888888888888888,0.6875,0.7777777777777778,0.6818181818181819,0.8,0.8275862068965517,0.8888888888888888,0.9545454545454546,0.8181818181818181,0.9090909090909091,0.896551724137931,0.631578947368421,0.7,0.8181818181818181,0.8235294117647058,0.8372093023255813,0.896551724137931,0.9523809523809523,0.9787234042553191,0.96,0.8695652173913043,0.7777777777777778,0.96,0.8648648648648649,0.962962962962963,0.8928571428571429,0.6842105263157895,0.8636363636363636,0.8529411764705882,0.0,0.6666666666666667,0.9047619047619048,0.6470588235294117,0.5833333333333333,0.9285714285714286,0.8666666666666667,0.8095238095238095,0.875,0.8,0.7916666666666666,0.8695652173913043,0.7727272727272727,0.967741935483871,0.962962962962963,0.8571428571428572,0.9642857142857143,0.9795918367346939,0.962962962962963,0.7,0.6,0.8235294117647058,0.4285714285714286,0.8235294117647058,0.9565217391304348,0.8666666666666667,0.8333333333333334,0.9117647058823529,0.9666666666666667,0.8604651162790697,0.9285714285714286,0.7619047619047619,0.8695652173913043,0.875,0.8421052631578947,0.76,0.75,0.9615384615384616,0.9130434782608696,0.972972972972973,0.8,0.8333333333333334,0.9090909090909091,0.9411764705882353,0.7692307692307692,0.9444444444444444,0.6153846153846154,0.8333333333333334,1.0,0.9090909090909091
Pyruvate,0.7222222222222222,0.8888888888888888,0.8181818181818181,0.9333333333333333,0.9767441860465116,0.8,0.84,0.9333333333333333,0.8333333333333334,0.96,0.98,0.8181818181818181,0.8,0.8846153846153846,0.75,0.8214285714285714,0.8095238095238095,0.8666666666666667,0.9666666666666667,0.8333333333333334,0.6428571428571428,1.0,0.8181818181818181,0.88,0.8918918918918919,0.8461538461538461,0.9090909090909091,0.9230769230769231,0.75,0.782608695652174,0.8571428571428572,0.8333333333333334,0.8823529411764706,0.8076923076923077,0.7727272727272727,0.7857142857142857,0.8571428571428572,0.8333333333333334,0.9523809523809523,0.736842105263158,0.8666666666666667,0.8461538461538461,0.736842105263158,0.736842105263158,0.8,0.7142857142857143,0.8571428571428572,0.8461538461538461,0.95,0.9777777777777777,0.9565217391304348,0.8,0.8076923076923077,0.9565217391304348,0.8888888888888888,0.96,0.9259259259259259,0.7222222222222222,0.7222222222222222,0.8787878787878788,0.6666666666666667,0.0,0.8947368421052632,0.6875,0.8461538461538461,0.9166666666666666,0.8461538461538461,0.7222222222222222,0.9375,0.8333333333333334,0.8260869565217391,0.8,0.8095238095238095,0.9655172413793104,0.96,0.7777777777777778,0.9615384615384616,0.9787234042553191,0.9166666666666666,0.736842105263158,0.6428571428571428,0.7142857142857143,0.6666666666666667,0.9411764705882353,0.9545454545454546,0.8461538461538461,0.7333333333333334,0.8709677419354839,0.9642857142857143,0.8809523809523809,0.9166666666666666,0.8,0.8,0.8095238095238095,0.75,0.84,0.782608695652174,0.9583333333333334,0.9047619047619048,0.9714285714285714,0.7058823529411764,0.7619047619047619,0.9,0.8571428571428572,0.8,0.9375,0.4,0.8,1.0,0.8666666666666667
Choline,0.8695652173913043,0.9545454545454546,0.9259259259259259,0.9393939393939394,0.9318181818181819,0.875,0.9333333333333333,0.8913043478260869,0.9310344827586207,0.8846153846153846,0.9411764705882353,0.8846153846153846,0.8333333333333334,0.9333333333333333,0.88,0.9411764705882353,0.9230769230769231,0.9428571428571428,0.9696969696969697,0.9310344827586207,0.8421052631578947,0.9444444444444444,0.9259259259259259,0.9310344827586207,0.926829268292683,0.96875,0.9285714285714286,0.9375,0.9230769230769231,0.8928571428571429,0.9393939393939394,0.9666666666666667,0.7058823529411764,0.9032258064516129,0.8888888888888888,0.8064516129032258,0.9393939393939394,0.8928571428571429,0.9069767441860466,0.875,0.9722222222222222,0.935483870967742,0.8260869565217391,0.92,0.7142857142857143,0.95,0.9148936170212766,0.96875,0.9285714285714286,0.9347826086956522,0.9615384615384616,0.92,0.9375,0.9615384615384616,0.925,0.9642857142857143,0.9333333333333333,0.8695652173913043,0.9166666666666666,0.9473684210526316,0.9047619047619048,0.8947368421052632,0.0,0.8571428571428572,0.875,0.9333333333333333,0.7142857142857143,0.8695652173913043,0.9117647058823529,0.9310344827586207,0.9285714285714286,0.92,0.9230769230769231,0.9,0.8846153846153846,0.9130434782608696,0.9285714285714286,0.9375,0.9642857142857143,0.875,0.9,0.8947368421052632,0.9047619047619048,0.8333333333333334,0.9111111111111111,0.875,0.9,0.8823529411764706,0.967741935483871,0.9130434782608696,0.9333333333333333,0.92,0.92,0.962962962962963,0.9047619047619048,0.7692307692307692,0.8928571428571429,0.88,0.9166666666666666,0.9166666666666666,0.8636363636363636,0.8846153846153846,0.9130434782608696,0.8823529411764706,0.9,0.75,0.8823529411764706,0.8461538461538461,0.9473684210526316,0.9117647058823529
Alanine,0.7619047619047619,0.9047619047619048,0.6190476190476191,0.9393939393939394,0.9555555555555556,0.5789473684210527,0.6666666666666667,0.9375,0.6521739130434783,0.9259259259259259,0.9615384615384616,0.84,0.8333333333333334,0.896551724137931,0.5263157894736843,0.7142857142857143,0.782608695652174,0.7241379310344828,0.9032258064516129,0.8928571428571429,0.7058823529411764,0.9444444444444444,0.7391304347826086,0.8928571428571429,0.7777777777777778,0.8620689655172413,0.8461538461538461,0.9375,0.4444444444444444,0.76,0.7037037037037037,0.8518518518518519,0.7777777777777778,0.64,0.5,0.8064516129032258,0.7931034482758621,0.8518518518518519,0.9318181818181819,0.7727272727272727,0.8787878787878788,0.8620689655172413,0.65,0.4117647058823529,0.8260869565217391,0.7647058823529411,0.8666666666666667,0.8620689655172413,0.9285714285714286,0.9347826086956522,0.9615384615384616,0.8260869565217391,0.6923076923076923,0.9615384615384616,0.8378378378378378,0.9642857142857143,0.9333333333333333,0.631578947368421,0.8181818181818181,0.75,0.6470588235294117,0.6875,0.8571428571428572,0.0,0.7142857142857143,0.9333333333333333,0.875,0.7619047619047619,0.9117647058823529,0.6521739130434783,0.6363636363636364,0.7727272727272727,0.6,0.96875,0.9259259259259259,0.75,0.9285714285714286,0.9591836734693877,0.9642857142857143,0.65,0.4285714285714286,0.7647058823529411,0.4666666666666667,0.8947368421052632,0.9574468085106383,0.875,0.7058823529411764,0.8823529411764706,0.967741935483871,0.8372093023255813,0.9333333333333333,0.7142857142857143,0.8260869565217391,0.8333333333333334,0.7894736842105263,0.8148148148148149,0.5238095238095238,0.9230769230769231,0.8695652173913043,0.9459459459459459,0.75,0.7916666666666666,0.9130434782608696,0.8125,0.625,0.8235294117647058,0.6428571428571428,0.8461538461538461,0.9473684210526316,0.8787878787878788
Isopropanol,0.8888888888888888,0.9375,0.9047619047619048,0.9642857142857143,0.975,0.8947368421052632,0.9166666666666666,0.9534883720930233,0.9130434782608696,0.9545454545454546,0.9787234042553191,0.9545454545454546,0.9285714285714286,0.9166666666666666,0.8421052631578947,0.9285714285714286,0.9523809523809523,0.9310344827586207,0.962962962962963,0.9130434782608696,0.8571428571428572,1.0,0.85,0.8636363636363636,0.9444444444444444,0.9615384615384616,0.875,0.9,0.7058823529411764,0.9130434782608696,0.9259259259259259,0.9583333333333334,0.5454545454545454,0.88,0.8,0.8928571428571429,0.8846153846153846,0.9583333333333334,0.975,0.8947368421052632,0.9666666666666667,0.9615384615384616,0.6875,0.7647058823529411,0.8947368421052632,0.9285714285714286,0.9024390243902439,0.9615384615384616,0.9459459459459459,0.9761904761904762,0.95,0.95,0.9230769230769231,0.95,0.9117647058823529,0.9545454545454546,0.9166666666666666,0.75,0.9473684210526316,0.9375,0.5833333333333333,0.8461538461538461,0.875,0.7142857142857143,0.0,0.8888888888888888,0.8,0.8888888888888888,0.8928571428571429,0.9130434782608696,0.9090909090909091,0.95,0.9,0.9615384615384616,0.9545454545454546,0.9444444444444444,0.9565217391304348,0.9772727272727273,0.9545454545454546,0.7647058823529411,0.6666666666666667,0.9285714285714286,0.5833333333333333,0.75,0.9761904761904762,0.9090909090909091,0.9333333333333333,0.9333333333333333,0.96,0.926829268292683,0.8888888888888888,0.8333333333333334,0.95,0.9523809523809523,0.9375,0.8181818181818181,0.8095238095238095,0.9523809523809523,0.9473684210526316,0.96875,0.8823529411764706,0.9047619047619048,0.8823529411764706,0.9166666666666666,0.875,0.9230769230769231,0.8181818181818181,0.7142857142857143,1.0,0.9666666666666667
Dimethylamine,0.8,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9473684210526316,1.0,1.0,0.9642857142857143,0.96,0.9545454545454546,0.9230769230769231,1.0,1.0,0.9545454545454546,1.0,1.0,0.8333333333333334,1.0,0.9473684210526316,0.9545454545454546,0.9615384615384616,1.0,0.9230769230769231,0.96,0.9523809523809523,0.9642857142857143,1.0,1.0,1.0,0.9444444444444444,0.9642857142857143,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9411764705882353,1.0,1.0,0.9285714285714286,0.9166666666666666,0.9333333333333333,0.9333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9444444444444444,0.9230769230769231,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,0.9655172413793104,1.0,0.975609756097561,0.8571428571428572,1.0,0.9444444444444444,1.0,1.0,0.9565217391304348,0.9545454545454546,1.0,1.0,1.0,0.9375,0.95,0.9375,1.0,0.9583333333333334,1.0,0.9,0.8333333333333334,1.0,1.0
Ethanol,0.8235294117647058,0.9375,0.9047619047619048,0.9259259259259259,0.9210526315789473,0.8333333333333334,0.9166666666666666,0.9024390243902439,0.9130434782608696,0.85,0.9333333333333333,0.9047619047619048,0.75,0.9166666666666666,0.7777777777777778,0.9285714285714286,0.9,0.9310344827586207,0.962962962962963,0.9130434782608696,0.6666666666666667,0.9166666666666666,0.9047619047619048,0.9130434782608696,0.9444444444444444,0.9615384615384616,0.875,0.9,0.9,0.8636363636363636,0.9259259259259259,0.9583333333333334,0.6666666666666667,0.88,0.8571428571428572,0.8928571428571429,0.9259259259259259,0.9130434782608696,0.9210526315789473,0.7647058823529411,0.9666666666666667,0.92,0.8333333333333334,0.8947368421052632,0.8333333333333334,0.9285714285714286,0.9024390243902439,0.9615384615384616,0.9166666666666666,0.925,0.95,0.8947368421052632,0.9230769230769231,0.95,0.9428571428571428,0.9545454545454546,0.9166666666666666,0.8235294117647058,0.8888888888888888,0.9375,0.8666666666666667,0.8461538461538461,0.7142857142857143,0.875,0.8,0.8888888888888888,0.0,0.8235294117647058,0.8928571428571429,0.9130434782608696,0.9090909090909091,0.8947368421052632,0.9,0.875,0.85,0.8823529411764706,0.9090909090909091,0.9285714285714286,0.9545454545454546,0.7647058823529411,0.8571428571428572,0.8461538461538461,0.8666666666666667,0.75,0.925,0.9090909090909091,0.8571428571428572,0.8571428571428572,0.96,0.9,0.8888888888888888,0.8947368421052632,0.8947368421052632,0.9523809523809523,0.8666666666666667,0.8695652173913043,0.8095238095238095,0.8421052631578947,0.8888888888888888,0.9,0.7333333333333334,0.85,0.8823529411764706,0.8181818181818181,0.875,0.7272727272727273,0.8181818181818181,0.7142857142857143,0.9230769230769231,0.9310344827586207
"N,N-Dimethylglycine",0.6666666666666667,0.9130434782608696,0.8076923076923077,0.9117647058823529,0.9574468085106383,0.7916666666666666,0.8275862068965517,0.9183673469387755,0.8214285714285714,0.9310344827586207,0.962962962962963,0.76,0.7894736842105263,0.9032258064516129,0.75,0.8484848484848485,0.75,0.8529411764705882,0.9411764705882353,0.9,0.5882352941176471,0.95,0.76,0.935483870967742,0.8780487804878049,0.8709677419354839,0.9375,0.9444444444444444,0.8,0.5,0.84375,0.8620689655172413,0.8571428571428572,0.8,0.7692307692307692,0.78125,0.84375,0.7777777777777778,0.9347826086956522,0.6818181818181819,0.8529411764705882,0.7931034482758621,0.6818181818181819,0.7916666666666666,0.7916666666666666,0.7894736842105263,0.8723404255319149,0.8709677419354839,0.9555555555555556,0.9591836734693877,0.9642857142857143,0.7391304347826086,0.8387096774193549,0.9642857142857143,0.875,0.9666666666666667,0.9375,0.6666666666666667,0.7272727272727273,0.8333333333333334,0.8095238095238095,0.7222222222222222,0.8695652173913043,0.7619047619047619,0.8888888888888888,0.9411764705882353,0.8235294117647058,0.0,0.9166666666666666,0.8214285714285714,0.7692307692307692,0.7391304347826086,0.75,0.9393939393939394,0.9310344827586207,0.7142857142857143,0.9333333333333333,0.9607843137254902,0.9310344827586207,0.7391304347826086,0.736842105263158,0.6470588235294117,0.75,0.9047619047619048,0.9375,0.8888888888888888,0.6666666666666667,0.8888888888888888,0.9696969696969697,0.8695652173913043,0.8,0.7391304347826086,0.7391304347826086,0.8461538461538461,0.6842105263157895,0.8275862068965517,0.7777777777777778,0.9285714285714286,0.88,0.9487179487179487,0.65,0.7083333333333333,0.92,0.8333333333333334,0.7931034482758621,0.9,0.6875,0.8666666666666667,0.9523809523809523,0.8181818181818181
Ascorbate,0.8857142857142857,0.875,0.8648648648648649,0.8837209302325582,0.8679245283018868,0.8235294117647058,0.9024390243902439,0.8148148148148149,0.9,0.8648648648648649,0.8833333333333333,0.8648648648648649,0.8666666666666667,0.8461538461538461,0.8918918918918919,0.8604651162790697,0.9210526315789473,0.9130434782608696,0.9318181818181819,0.926829268292683,0.90625,0.967741935483871,0.8648648648648649,0.926829268292683,0.8823529411764706,0.8780487804878049,1.0,0.9285714285714286,0.8918918918918919,0.926829268292683,0.9090909090909091,0.926829268292683,0.7931034482758621,0.9069767441860466,0.8974358974358975,0.9130434782608696,0.8292682926829268,0.8717948717948718,0.8235294117647058,0.8888888888888888,0.9361702127659575,0.8780487804878049,0.8571428571428572,0.9189189189189189,0.9189189189189189,0.9375,0.8363636363636364,0.9047619047619048,0.84,0.8727272727272728,0.9189189189189189,0.9189189189189189,0.8536585365853658,0.9189189189189189,0.8571428571428572,0.9230769230769231,0.9024390243902439,0.8857142857142857,0.9166666666666666,0.8958333333333334,0.875,0.9375,0.9117647058823529,0.9117647058823529,0.8928571428571429,1.0,0.8928571428571429,0.9166666666666666,0.0,0.8717948717948718,0.8974358974358975,0.9189189189189189,0.8918918918918919,0.8780487804878049,0.8648648648648649,0.8823529411764706,0.8974358974358975,0.8771929824561404,0.9230769230769231,0.8571428571428572,0.90625,0.9032258064516129,0.875,0.7857142857142857,0.8301886792452831,0.9310344827586207,0.90625,0.8913043478260869,0.9285714285714286,0.8333333333333334,1.0,0.8571428571428572,0.9189189189189189,0.8918918918918919,0.9090909090909091,0.875,0.9,0.8611111111111112,0.9166666666666666,0.8936170212765957,0.8823529411764706,0.9230769230769231,0.9142857142857143,0.9333333333333333,0.9047619047619048,0.9,0.9333333333333333,0.962962962962963,0.96875,0.8888888888888888
