,Glutamate,Indole-3-acetate,Valine,Taurine,Histidine,4-Hydroxybenzoate,Betaine,Cytosine,Glutamine,Sarcosine,Thymidine,Tryptophan,Dimethylamine,Hypoxanthine,Citrate,Malate,Phenylalanine,Ascorbate,Creatine,Propionate,Ornithine,Tyrosine,"5,6-Dihydrouracil",Glutarate,Choline,Acetate,Methionine,Urea,2'-Deoxyuridine,2-Aminobutyrate,Threonine,N-Methylhydantoin,Guanosine,Acetoin,Arabinose,O-Acetylcarnitine,beta-Alanine,Phenylacetate,Lysine,Ribose,Valerate,"N,N-Dimethylglycine",Phenol,4-Hydroxyphenylacetate,Ethanolamine,2-Oxoglutarate,Proline,2-Hydroxybutyrate,Fucose,Lactate,Trimethylamine,2'-Deoxyinosine,Ethanol,Inosine,DL-methionine-sulfoxide,Uracil,Acetaminophen,Isopropanol,5-Aminopentanoate,Galactose,Aspartate,Xylose,p-Cresol,Formate,Arginine,beta-Pseudouridine,N-Acetylglucosamine,3-Hydroxybutyrate,Pyruvate,Lactose,Fumarate,Uridine,Butyrate,3-Phenyllactate,Asparagine,Cadaverine,Glycine,Tyramine,"1,3-Dihydroxyacetone",Desaminotyrosine,Methanol,4-Aminobutyrate,Pyroglutamate,2-Hydroxyglutarate,N-Carbamoyl-beta-alanine,Putrescine,Methylsuccinate,Thymine,4-Hydroxyphenyllactate,Propylene glycol,Nicotinate,Allantoin,Serine,Carnitine,Isobutyrate,Isoleucine,N-Acetylneuraminate,Cytidine,Alanine,Urocanate,Isovalerate,Glucose,Succinate,Creatinine,Glycerol,Indole-3-lactate,Citrulline,Methylamine,myo-Inositol,Leucine
Acetaminophen,3.4029060781135994,3.350848774112058,3.280923171236841,4.560000557744795,4.1841431334673675,4.026477740463441,3.3123166486045315,3.044500607654107,3.078687997303752,3.3177576197109406,3.064652943191978,3.572121544298812,3.6140505254030826,4.705813883401119,3.3125578415577808,3.540395354903331,3.683535776902636,3.571097268811582,3.1588043012368465,2.9427516919000114,3.363271114861882,3.709295209987373,4.031622728692057,5.6862069164578495,4.111071230364276,3.0836211749899007,4.3472134645549705,3.403020729775585,3.3337636754750237,3.400405933592266,3.574532269457272,3.9223076522760505,3.597945224725615,2.899390204237992,4.6313854052552985,3.1596243600640737,4.834115808141971,3.3970225422484805,3.339946625030975,3.655638103932515,3.843286331287093,2.896479128464057,2.8262031411172956,4.273668898870311,3.5179025330234035,3.8876996698297432,3.8995010711830256,3.344060945240343,3.6912286741566604,3.4570573328160936,3.4985003965652677,3.5794106550116047,3.207588346858645,3.683897236499679,3.917035433988199,3.865401456517033,0.0,3.2355651092626987,5.8363627363744035,4.339003658202997,3.5536684540569845,4.195287561035599,3.375792542918023,3.5440205090481096,3.4731246633040227,3.69275819839249,3.039121806163163,3.774684545991865,3.28925279627365,4.366257478525124,4.64912292743131,3.6643472857148103,3.4749650205812364,4.20343430776333,3.1416603948189983,4.33783920993598,2.9132480112730863,3.9813092547447915,3.44181853428745,3.825378403387805,2.9346241015678243,6.398754702827575,3.5536080291617953,3.558173852091944,5.153666586674649,3.8423418764576867,3.221092958837483,3.9725312434764595,3.372285352565268,3.4222086881954596,3.3872000422142285,3.6303293006148776,3.3543398417469925,3.539300894591193,3.022951822825545,3.219322882839553,3.122732363708696,3.4076792848351785,3.3732338619929476,4.84954980593512,3.63340582166773,4.056748168289189,4.951643789924317,4.187269445823189,3.454575967119822,3.4533495078861844,3.1797892999196735,3.0084696711991294,5.7657222829135,3.338756789196225
Isopropanol,2.865105415916679,3.070407077170387,2.562728805719984,4.514023997699958,3.9917058926743403,4.04872808308415,3.0212016900260226,2.9084468174099762,2.457339957493151,3.0013549322667767,2.4730685751215518,3.2317999346483752,2.591543393290142,4.3258242048192095,2.9717563268955423,3.056817250443812,3.346931708964514,3.2930923197827435,3.0027385451379653,2.0845025326664137,2.8556049520679485,3.7466810140423803,3.9177364562069954,5.625797944593326,3.134871661446658,2.6184795953222317,4.079018300067792,3.076995362529929,2.668493562802539,2.908417850925682,2.9675260778163035,4.051084971273471,3.093178291777505,1.5899477210343833,4.194423080659559,2.4355830880467835,4.90555140184957,3.0455351226649934,2.7918507460075905,3.136503564911386,3.392832709953653,2.3829881138054883,1.6427891526799792,4.3523843574774945,2.350847479262867,3.4989211231859705,3.309542227557806,2.8058996334762756,3.0057887306446984,2.985831000025387,2.8385693198585864,3.0122894104510243,1.1851613652734412,3.1539687165671904,3.650960516581466,3.70111958512514,3.2355651092626987,0.0,5.933353770263383,3.8967778563017044,3.111827698752414,3.7652633759622742,3.065902425931691,3.4116408306017854,3.141004842187631,3.0714132919050012,2.3652301711190793,3.504802339008846,2.8415808390714847,4.0158522423578775,4.828467339850749,3.174102416989648,3.071189007817096,3.5122173547777806,2.8399947414211226,3.7125905871039167,2.1351269804798476,3.8733820012359064,2.692140652758867,3.9540183353776825,1.5667045992020368,6.609865143000609,3.29557948188439,3.240720346837114,5.2912234343297095,3.0293624021003827,2.714370158994979,3.8189448942588085,3.4541061959795503,2.7207284481324496,3.0911852160618114,3.8127443887639103,2.899634347836311,2.914032638442385,2.083944141536788,2.4777242258153795,2.662536474151189,2.8365813832723172,2.839458574940196,5.066530786369282,2.8773583813177974,3.778952194929944,4.584668454499508,4.270322956787583,2.6190065133378293,3.061567789327205,2.8066103009105556,1.4336944233446647,5.511641056329362,2.500060859213471
5-Aminopentanoate,5.486318391763107,5.239406675772565,6.113443178413368,4.798653475389862,6.360994565603186,4.86416064173393,5.130258689939611,5.873602418939717,6.029960468041148,4.6037279167794525,5.944941932768691,6.049662107028402,5.761503270669347,6.516693825020598,5.333078926194305,5.355544375966053,6.192861123277438,6.163962398575017,5.492771690699049,4.950115804789112,6.157874473556012,5.68344519778061,5.955562489993737,3.3004840187660682,6.009181621975523,5.157425858941665,6.6040705234688515,5.617992289155396,6.115688518783141,6.16625881217897,6.356611455587516,5.956691358688243,6.193294138003311,5.7001737905996075,5.296936593002743,5.635002307428362,3.766213263955743,4.70403749659068,5.845611819201123,5.644347069922136,3.596357782494585,5.353668798223456,5.976178991489314,4.394056480147139,5.51577979090398,4.691946610999432,6.355067383997559,6.061367182505424,5.581013596566524,5.444216458617103,6.237211318945852,5.873071439591424,5.835713240044316,5.9690825542713615,6.473349113225009,5.394009737189585,5.8363627363744035,5.933353770263383,0.0,5.852290471976187,5.581842895990147,5.58656354320148,5.859337668934079,5.021158700006346,6.166926488863518,5.5169670729608535,5.707037245810399,4.451540357543697,5.118912724187577,5.8627115113039965,4.6083555822366,6.171638913174133,4.136843468484234,6.022271323981483,5.611810161623193,5.346223198037435,5.319452222262136,5.454295449599003,5.666084226825892,4.690389750483358,5.600523480917133,1.9687793568588163,5.595405031545012,4.767949455574718,3.6421046078337813,5.76033830212883,5.385092325993039,5.171141901010577,5.331019774646324,5.016870369848877,5.407399134025567,6.053230369282437,5.953331999269657,5.312118123084141,5.109388042414189,6.1939623824203895,5.768536798420444,6.284947996170633,5.778461835230682,6.174116931707341,4.694812124986914,6.099983821474329,4.490080444497518,6.327468452632141,5.371423627936543,5.974987408983471,5.59032274882215,5.711490494693383,6.790232247282295,6.28397651504887
Galactose,3.569861946753055,3.878600195092007,3.72469153719625,4.954882489947439,4.836597984559901,4.481317701515625,3.692816592676642,3.856539909056007,3.5596262831367986,3.532384872324287,3.2784155234940395,4.178496795197813,4.038172949989371,5.360530166445561,3.5145397803090948,3.4808994430384903,4.3349007654058935,3.622251848876547,3.6096296134638384,3.368067156154518,3.6462482011512343,4.399936685274193,4.5230337228367326,5.574468949155372,4.130987490439421,3.9561893097935004,4.432572453621395,4.258078745846431,3.1682351866947407,3.7556740772175514,3.821834242746092,4.9029921438214075,3.2882575667116427,3.5666634240518666,2.1209545081216334,3.5033978663660887,5.021269459119794,3.981985392930546,3.496429313273899,2.138891055250244,4.15751939974,3.359669470198893,3.8270361723185857,4.831081187436678,3.840918103311996,3.971715486020323,4.368991760465562,3.3702462835441827,2.225766971006498,3.281054245590104,4.062580006779566,3.6768798550256543,4.027461663959981,3.448830652269962,4.074674825390841,4.163284823682905,4.339003658202997,3.8967778563017044,5.852290471976187,0.0,3.8033493428356833,2.377033141096538,4.165197167653934,4.173529753598228,3.6803635023734693,2.5767499491438453,2.7589384647149955,4.292508104327974,3.940732163454704,1.8620626406161784,5.224518977179087,3.020543788482865,3.8659961379204404,4.328797922601552,3.4762293906234762,4.327520940999317,3.3247182997628655,4.52795453527255,3.936870309929084,4.265330455015393,3.735265336628257,6.448983034748049,3.8715947667647788,3.415938210086386,5.185124152365541,3.7627568416243395,3.4784999996511563,4.393696204683044,3.942596734050205,3.3389094156430255,3.734847004269811,4.484465737134133,3.2783565655635822,3.8259859400981715,3.567631031261505,3.5887326387316794,3.2078179292739875,3.0896918703190037,3.702434351501336,5.664863706184181,3.927935305343254,1.7840050430256167,4.799569437091386,5.03088529939786,3.208460115676442,3.9110395164893483,3.4087722573803383,3.7440257184111787,3.1450054476443334,3.694224611506231
Aspartate,2.1625087072954674,3.0259294469935547,2.4695140712622594,3.9630268699368565,3.1547982276380147,4.077881153766731,2.95803569667568,2.8923516898585433,2.264338576942255,2.481963144494537,2.9633282881904295,3.1878770342776606,3.5547184870529986,4.922777184877269,2.213477361012033,1.6886514182807082,2.985689328269523,3.1294150181662146,2.8077403925691526,2.5164278702287985,2.7264684887029262,3.4474630508016184,4.104386081766204,5.057940980554947,3.3470149730344065,2.710972153402433,3.724592289887508,3.523260241812227,2.9139690263714058,2.5180443705877664,2.647672135499424,4.392225203290133,3.093722024567877,2.8455961956601388,4.108113324159501,2.467063701430738,3.760353678455524,2.914536534800612,2.742897580738244,2.979837130447711,3.364192546976925,2.46301254248915,3.150731904006621,4.138617470756463,3.310337808034647,2.619534886180005,3.437060414745345,2.342450245861343,2.8411550199976365,2.5163824161889816,3.4759433626079614,3.6350345102499535,3.297981421467964,3.5194468664133773,3.3967059592858986,3.4722311953191745,3.5536684540569845,3.111827698752414,5.581842895990147,3.8033493428356833,0.0,3.4775808279943097,3.8504907995017783,3.1348330919203415,2.9203742623246858,2.9238978293798525,2.3153330116393853,2.7387828504031875,2.7818733501729835,3.780942336707209,4.239864466683002,3.0474233295966946,2.716074840429968,3.754306852587115,2.3176931008282007,3.997835707271771,2.472360174342072,4.201164669061913,3.5428275005230034,3.692310819227682,2.8406408405559023,5.870660537320877,2.6414883933800755,2.298073256433817,4.5197207176025875,3.1745069128601897,2.0312807298751565,3.9094055479260694,3.242063030651629,3.040303289035843,2.948354972446745,4.1178444684589675,2.757916162447439,2.5189783075877803,2.5264735505851563,2.5613639893578473,2.406639051808118,2.862135977318971,2.7347327348094033,4.460707726430397,2.9156148455769473,3.467599794185057,3.705426264284188,4.354755406057941,3.0977258087558472,3.1050104120306985,2.5878986310087875,3.035595793534103,5.130974550027116,2.230988442495896
Xylose,3.2501607020245697,3.836191300112455,3.561964285371504,4.90461561868317,4.6090383590132715,4.507608187083866,3.788266745913251,3.631982054971461,3.320659317250934,3.4348733650666543,3.4171901778269222,4.280641950343696,3.8818724087543024,5.171371405187628,3.3077875846734783,2.876096241543148,4.314498514406686,3.5854079349724635,3.582550658370947,3.1600920363435265,3.4096186688632195,4.47069917718617,4.482721139419397,5.366269870081931,3.978875542347821,3.659634971882875,4.239170493100773,3.983866036302052,3.425791551782817,3.4737565804519432,3.545844358461765,4.742501148933772,3.5077242508128044,3.563080173867157,1.7425497654645576,3.48411363878798,4.822059974611734,3.949752695126206,3.2152302570353557,1.9447210034437281,3.9172110785191685,3.307611636515745,3.8563712850929837,4.805992477826636,3.68566372065942,3.691396926867017,4.276719068365483,2.8501227922726455,1.8781938286468938,2.5884888627183122,3.9752153405661943,3.8164092087972192,3.911024331106974,3.6644563931096963,3.9218615123560983,3.8111709567279957,4.195287561035599,3.7652633759622742,5.58656354320148,2.377033141096538,3.4775808279943097,0.0,4.2662801395549925,3.8197818842564892,3.6747763379220495,2.9110549394096554,2.826028567270899,4.032342764834838,3.5739282670770285,3.195958281091785,5.169320835335216,3.3304161578490237,3.7283525986589385,3.9623492164324055,3.3428104986208957,4.0248396079481275,3.0189488582687094,4.566212827484235,3.892214397409902,4.303510379071052,3.526348404312921,6.208012119003462,3.680982293159774,2.8643808964826984,4.926010584372524,3.560559327631792,3.185015136331016,4.022337510261314,3.8047032777015763,2.911021944536161,3.604671855464289,4.3758458013276025,2.8982249384166336,3.58194049509482,3.329303725712043,3.4754124007523846,3.0124932203165122,3.3967188374937725,3.4089668041675387,5.596204214701412,3.9582757824268238,2.23305556721685,4.524579751457788,5.020495497344918,2.465138466963194,3.811728553898498,3.1867742554284706,3.5656770587440114,3.9995246720802204,3.540629185373199
p-Cresol,3.5327111547901873,3.606250696173695,3.49926217736036,5.0187847456762045,4.3543278346064325,3.2478133098687194,3.526363974396655,3.6195269626557502,3.54605249228369,3.6283475154618214,3.316298333095861,3.59809331607159,3.8886263205577776,4.787486333463929,3.7257604433688574,3.7943057540618943,3.8599314468631682,4.132523551759968,3.690606703315879,3.1519766973113517,3.7742452255738126,3.0556618075099222,4.458218660973918,5.759679206112428,4.178380479943909,3.5419408140938815,4.698102952202946,3.879323862572114,3.5545347550394384,3.779665619273128,3.9255654361263566,4.676575934009705,3.645979407118068,2.9354243694614497,4.498915261641688,3.5280969368761275,5.059319281875915,3.459087217387865,3.707340340018941,3.778856322694426,3.8214682022365962,3.226059120957601,2.646423686222547,3.4426465237913573,3.6557319468571645,4.1497740729291746,4.261739172354127,3.6681025888046714,3.6643409662916357,3.650488668078751,3.8987119845703013,3.6276810885316517,3.1515072788573053,3.731238927933606,4.326292020416471,4.1790166943425975,3.375792542918023,3.065902425931691,5.859337668934079,4.165197167653934,3.8504907995017783,4.2662801395549925,0.0,4.059539417760257,3.8365522721335594,3.7040192026937393,3.363173060500071,4.0737772190138415,3.6669200217018907,4.356418309603863,5.223961125076782,3.8066741146202387,3.533443451710569,4.082506860397814,3.6388941250707654,4.533931399410156,3.3021007599142975,2.6760823238912184,3.605942054206462,2.951211614630655,3.1282824986769797,6.399311367222132,3.864022188514741,3.708268258985883,5.333770986185651,3.930627584894885,3.6539179976648852,4.07581681394127,2.4998093254578317,3.329486713355364,3.754773097769555,4.346388371972487,3.7174951571383112,3.8422973290868634,3.2289618020700375,3.48577188786466,3.5983961881540614,3.7370482438664223,3.6610034306512715,5.16885562996871,3.49321467470536,4.0621024456158095,5.064655995618313,4.8313007861514325,3.5591055025739373,3.6050863006274834,3.5672500510972767,3.2081041255313987,5.6167198074902425,3.5313316449552423
Formate,3.3062071651659393,3.1131254164589923,3.438884222323638,3.580054021691985,3.884231791471099,3.688795061818741,3.293446665840134,3.274671982202393,3.1365425290494495,2.114987948487259,3.390697024569495,3.6314237036587373,3.188457269849078,4.575397431893192,2.442083384693968,2.759912833295686,3.6757534497588122,3.5587101069434683,3.039771097039124,2.195526428571363,3.5929482075997434,3.7606462524750848,3.8869896229053964,4.725036388274904,3.8082993393734017,1.6477282693937279,4.5340420562972525,2.5974139036464776,3.5326090377563886,3.4554641528707357,3.669117689098419,4.110542954388441,3.6079004366974363,3.172947065971542,4.267990181909689,2.9686131267927003,3.969885911105573,3.2660243789360965,3.3799432939388243,3.502001473052976,3.0952745877769905,2.3679697076351003,3.3971845847860243,4.184677025679356,3.184071718501104,2.6943651258340062,3.775878506160452,3.168112169284403,3.557389149914073,2.840436421983129,3.5505474041951173,3.6749577256423187,3.392346704735227,3.65681501318509,4.229492849991379,3.6380679645228478,3.5440205090481096,3.4116408306017854,5.021158700006346,4.173529753598228,3.1348330919203415,3.8197818842564892,4.059539417760257,0.0,3.979818246577625,3.358300819985758,3.0950322656453118,2.9790212197572967,1.4537410446699541,4.182116005438479,3.9531388534535763,3.651879690711782,2.7469354291482966,4.0928436914199615,2.8242448888770117,4.0612900755287,2.196166416273615,4.206292246469141,3.452269460713071,3.7805681567238114,2.7362436430811,5.749597568156811,3.1923864012699017,2.847411237107119,4.3771025298532775,3.6160728783557974,2.418327501768877,4.027309688400602,3.4760339745790607,3.1786154731266154,2.8349648875626996,3.554150888493691,3.0683749512047442,3.1112472056388008,2.1209742945521,3.3791916763717844,2.9108411795417184,3.5465872967469108,3.1941167080534307,4.6983164672705335,3.0560354748618206,3.8478834209284365,4.216079389317398,4.509175693765455,3.271985386333372,3.5137025940985076,3.133670581640383,2.9550904582817883,5.3538141046539645,3.5052434672533765
Arginine,2.529170912797521,3.4570362062109603,2.3520971141301934,4.745144942261336,3.722731498338332,4.485038156782249,3.2856726515015873,2.968246325175433,2.3241779869653354,3.4230295273973272,2.854937798286578,3.247343014756651,3.5730989525016987,4.90135975317034,3.1271670482767906,3.203657573857086,3.131695777559852,3.3801810397650396,2.4316054389677224,3.0683539549580177,2.137580457782584,3.5159953016130165,3.4367219777634532,6.092761486710714,3.508100355205631,3.4080620068950647,3.191197902377474,3.643258678705141,2.9299180665390634,2.2450728331185354,2.3273070938892575,4.0789230814087825,3.0423821942799285,2.871281101640203,4.188608442307615,2.8255298720491147,5.193143203628631,3.558488391856864,2.205505836942558,2.9256602969360457,4.196319794866858,3.0761940823547365,3.138838817048277,4.676922311585074,3.5683569120560343,3.965268821114174,3.5341027496794015,2.7446273519288926,3.087122638684609,3.0934443275102725,3.4207787002591443,3.4936135866908913,3.2882323348257883,3.3750017300521633,2.8403761774523146,3.8920476784349995,3.4731246633040227,3.141004842187631,6.166926488863518,3.6803635023734693,2.9203742623246858,3.6747763379220495,3.8365522721335594,3.979818246577625,0.0,3.098147725211972,2.2718624459041505,4.162932282677353,3.6354827650492014,3.674703251237399,5.185695314849436,3.1308351148214246,3.783631395148467,3.582597260429956,2.8516574541899304,3.939410023424042,2.848853320703908,4.192012265907753,3.615375847673862,4.316306229529974,2.9290536451394225,6.676018846821981,3.2877001251159172,3.3677012557009554,5.195602779629266,3.160938687077479,2.9378874134393484,4.054563514257392,3.6725761460521276,3.0786117731266014,3.380040640595191,3.9657297554563766,2.8868081969221766,3.142770718990066,3.1230921784827057,2.374877094718717,2.691873411900701,2.7081523255248614,2.4574471089791996,5.035614595042365,3.7327952635825143,3.4034903301207966,5.025864171619813,4.035413196512107,3.2159034826591677,3.395228675248296,1.9738805606615348,3.022337555824039,5.384975551316287,2.2970852151514554
beta-Pseudouridine,2.826820595925014,3.1869605962718386,2.968740449897489,4.187795578422311,3.9088815981618383,4.132155401935893,2.9138436520556463,2.60360667768059,2.562459644438853,2.7676395351018623,2.203500665909696,3.3675451880478433,3.3281434831352743,4.747160597726055,2.9148338504807154,2.5464194048052247,3.390063011069207,3.1026039993679393,2.8239072183281455,2.6219534845314585,3.0561995667602573,3.576805438485159,4.042848141162888,5.213749807059557,3.222237169595485,2.8977539973241546,3.9745012588430315,3.340542771397616,1.922818546638511,3.0551996237324337,3.1575801913986092,4.326029730885364,2.4585532501436136,2.8297439499890844,3.172411639328079,2.4677570735963665,4.478772854933072,3.2251870735941783,2.869722222839741,2.332612202158631,3.6121855351200565,2.5370330964013155,3.130473377425177,4.199717761605099,3.0103865118695476,3.266279230553402,3.4285137117222777,2.679388822948016,1.900209726576252,2.4576037728485556,3.313886085036942,2.933948010227796,3.222077859755374,2.723158053832472,3.6106910480419323,2.7087259887109285,3.69275819839249,3.0714132919050012,5.5169670729608535,2.5767499491438453,2.9238978293798525,2.9110549394096554,3.7040192026937393,3.358300819985758,3.098147725211972,0.0,2.103677715085772,3.401939418218875,3.1521751632445585,2.43060636004596,4.55317265906926,1.9968722344507606,3.1958980451463357,3.6279645245093937,2.412937134389232,3.8197222088644893,2.6022045263987463,3.907054046130247,3.2638212498523536,3.723944887462496,2.8751715584859023,6.0898112988539586,2.891829738476913,2.806866170071473,4.756260228700223,3.1843210763787115,2.62148691101404,3.1367747625255444,3.2660365543881746,2.490813197964348,3.2618110828794715,3.8315625510551836,2.993588414694354,2.739018720225747,2.85931646960295,2.8577578471622895,2.39652719294133,2.1637505077659465,2.8585354489195907,4.99504561114432,3.1985074413096943,2.6431989408496266,4.326319240928615,4.422340578144007,2.6994811707078346,3.1822895428213784,2.6627951264550114,2.9502935215295985,4.227846281005123,2.7844271769437423
N-Acetylglucosamine,2.2147737766695004,2.7253963623917135,2.1187434378309518,4.078755717189672,3.4087619733302974,3.89740365206669,2.7455666870946147,2.4311304717421125,1.6958122876622472,2.53767136717351,1.9736825856930067,2.8796364934469563,2.9628869966943143,4.485821346320359,2.3396770856671325,2.2584795972770357,2.882823878340085,2.4957272565992756,2.178238812474112,1.9041602345874309,2.155897998784896,3.3571141318948308,3.539663832296136,5.40231345956409,3.063727632104858,2.455864383158643,3.396216457892213,2.963360403839407,1.9818557693780912,2.159952669893061,2.201924808631163,3.6835001473481253,2.307123898616432,1.9804964882300833,3.40768791009371,2.0265069602934487,4.572956957867645,2.851790241886832,2.0774523106250316,1.6932880113860225,3.407074917614309,2.0224650676508986,2.3738797457828045,4.181799818209543,2.664393436373168,2.9880892743026872,3.051808935256673,2.027221703908513,1.906910266231968,2.156911578642241,2.8090375926761313,2.8601627595058936,2.531495074075915,2.687449760585856,2.9677768915349336,3.189243387540886,3.039121806163163,2.3652301711190793,5.707037245810399,2.7589384647149955,2.3153330116393853,2.826028567270899,3.363173060500071,3.0950322656453118,2.2718624459041505,2.103677715085772,0.0,3.3631638218674627,2.573053243957418,2.700508691171889,4.5173601783217885,2.138242644479732,2.9246722411587847,3.342058657299167,1.8724471563125125,3.5333844898796887,1.853160300835983,3.8901549611970863,2.618202990196213,3.6977416456115626,2.0002253682778246,6.351826874149498,2.60299296042603,2.519644774294797,4.852513347018166,2.751728050321667,2.097771490021439,3.544484086481568,3.10658322631846,2.366771495984128,2.52440228896434,3.3974346187677744,2.102125523423852,2.6262303521013552,2.1521546568908128,2.000958182231485,1.6250984615157638,1.8443383967374072,2.029509052081244,4.700736655018352,2.947157931715047,2.4452262415199106,4.308432387966377,3.794984828756911,2.2540999685153396,2.7386983141312458,2.0398693055796513,2.162042840173534,4.825186076792679,1.9388402585717135
3-Hydroxybutyrate,3.1330981597696237,3.229190434658624,3.767675687345849,3.0646559907128577,4.419441385969252,3.644021291511481,3.113406150001254,3.5688475733409213,3.3740863688198175,1.8882717139796312,3.6250991946702915,4.0566073352269525,3.9132836334794545,4.818999269150978,2.6522064278992024,2.4004404097820986,4.019152940887554,3.946575554129865,3.3842342734986546,2.7206267782066513,3.8880803712113905,4.0092182451478955,4.333476817658729,3.7197501984219077,3.9409658643399994,2.8490367516103197,4.7570694020107265,3.711568062558883,3.6580515201335633,3.771713229374864,4.140024470104321,4.5508270378755595,3.895787778761103,3.3891152270726006,4.342190916314275,2.9405775665292846,2.2241871828492177,2.58894994176056,3.690891214783436,3.780892306475197,2.4974247024583547,2.638887367785768,3.5990481974640804,3.4934942183025006,3.4791260265038115,2.21631557766879,3.9776989774611917,3.407175513611742,3.425359093304523,3.071036303803851,3.9750050216705435,3.8398135256606114,3.5535104823496066,3.8765946737814008,4.375114351261051,3.644117110120737,3.774684545991865,3.504802339008846,4.451540357543697,4.292508104327974,2.7387828504031875,4.032342764834838,4.0737772190138415,2.9790212197572967,4.162932282677353,3.401939418218875,3.3631638218674627,0.0,2.835802666449139,4.273459417587459,2.7625595335059354,3.860586972744411,1.7217464077505686,4.225783238375802,3.093469333087743,4.198682105819095,3.050646007125975,4.200673957910523,3.8378034938703465,3.1871634424944792,3.2559115974909103,4.701477870926116,3.283919791420293,2.3707486728777827,3.5695190847231344,3.8084465359521356,2.544383900751697,4.064819708405637,3.428083268974782,3.2337852998060197,3.3825593854528466,4.266522992798187,3.703122133638358,2.8047812468643927,2.7878560677118136,3.8208699372337795,3.2186037020885614,3.789358610891363,3.753459304733553,4.824549515574432,2.140842518866701,4.2415520575871755,2.902236265249404,4.7646609977164465,3.447589844107698,3.8389965805144914,3.438022593867223,3.4209627510320524,5.273376815251692,3.664741291524251
Pyruvate,2.878554003429168,2.8208868677527192,2.8767551007838166,3.743764939951847,3.4789901497191584,3.4426981884440924,3.171422244968321,2.9607827542647813,2.609526844871218,1.9891184782770468,3.091945743067874,3.30314392808389,2.9407833411304956,4.388653597563183,2.268505303088156,2.4336244125433892,3.2324179722573416,3.1465426171453186,2.7763587638217757,1.3814949264265555,3.136305724988979,3.4695054086443893,3.8833563239171838,4.784055035141507,3.571582697289664,1.379479633202391,4.201547988833731,2.5739359549975362,3.1955547100367943,2.9623108587769975,3.1986312577426754,3.9020158967757523,3.2439088631420225,2.376519684909717,4.112946155155197,2.471406662791288,4.01694041611686,2.8057007456212144,2.938490436553217,3.1008928203466652,2.8445148025012115,2.0355747422475106,2.800369755572672,3.940884061030315,2.9308575566102117,2.3701987983028436,3.4347878643754,2.7345690211427414,3.1024562707713463,2.3693927199580407,3.315131480331197,3.4173540875897,2.852043209075601,3.404452887656758,3.8842141379134887,3.49071560770888,3.28925279627365,2.8415808390714847,5.118912724187577,3.940732163454704,2.7818733501729835,3.5739282670770285,3.6669200217018907,1.4537410446699541,3.6354827650492014,3.1521751632445585,2.573053243957418,2.835802666449139,0.0,3.9534107761235724,4.032846829875261,3.346359810511248,2.418461838225641,3.753329110765095,2.4893719998668944,3.8271663160819847,1.5913462892609642,3.988317854129339,2.9526385852948094,3.497936547875407,2.2240923384092532,5.859046604082126,3.0287031227931784,2.5606989801756255,4.502276696823623,3.311240622773011,2.10974701981343,3.8166972184529055,3.1829742911339554,2.7620873876451806,2.3419893493628345,3.3174276549687005,2.778009092615286,2.8755006665145664,1.4539446496104058,2.8993593634785215,2.561345919996229,3.199226962369727,2.6773827261143897,4.568668246771566,2.6698350062867187,3.5947448566658298,4.04155018820398,4.275970883031773,2.7992242476457148,3.2201022819270837,2.8344877073109203,2.4925549349698555,5.345602992281512,2.8944196005966467
Lactose,3.6521921726999285,3.9214621536603023,3.610144681556236,4.753483166198455,4.743830733079787,4.559585714305305,3.7629852611390975,3.9307300199270756,3.5440835526346275,3.576514506253866,3.2875245152622576,4.089620230446881,4.123608883241995,5.481888701356314,3.5649089060464374,3.537263697697104,4.170579791013602,3.51479954863444,3.6308626830233073,3.3843339092952727,3.650297596089212,4.305825290591586,4.651926864417889,5.661466312514834,4.0802468681663555,3.9099767664414298,4.250829229434472,4.350101202916293,3.1125617460583195,3.627141682621215,3.7280683229173155,4.913582392202311,3.195249133439923,3.594614745562858,3.1611682261901866,3.361404306009515,4.977470411894792,3.9476105786301874,3.5126316690036505,2.309904430141008,4.24612689291204,3.4407624740737663,3.96922166648389,4.83659445852171,3.8984170680981927,3.9811355794551164,4.317351218449051,3.4410753423972005,2.6343642454410845,3.345464599822401,4.079473336980495,3.82987104234402,4.155922661873001,3.4061176810730127,3.885736653749949,4.226336893099928,4.366257478525124,4.0158522423578775,5.8627115113039965,1.8620626406161784,3.780942336707209,3.195958281091785,4.356418309603863,4.182116005438479,3.674703251237399,2.43060636004596,2.700508691171889,4.273459417587459,3.9534107761235724,0.0,5.097799081732772,2.723406496441244,3.9270694259852137,4.48526610345251,3.4283874756216455,4.386137141446932,3.430046894714005,4.617010753295818,3.9237189668336496,4.385674794369196,3.883131265313412,6.460932615456654,3.7904306300348347,3.6093107434797833,5.235753286684437,3.9337389619623075,3.4253528897962213,4.467942170693202,4.0524947649735275,3.4814039614988332,3.858424101574584,4.554143077915274,3.3788973067958286,3.8098205108872487,3.606633206963823,3.5599203304495854,3.2193395975598826,2.839525461821465,3.514911199399631,5.620444731001383,3.9578025031785753,2.0854356413209665,4.880745407931556,5.081396247378415,3.5738985078255174,3.972665980756163,3.475846128278314,3.9010766404795145,4.090612079327007,3.62857690271823
