,Methanobrevibacter_smithii,Methanosphaera_stadtmanae,Rothia_mucilaginosa,Propionibacterium_freudenreichii,Bifidobacterium_adolescentis,Bifidobacterium_animalis,Bifidobacterium_bifidum,Bifidobacterium_breve,Bifidobacterium_catenulatum,Bifidobacterium_dentium,Bifidobacterium_longum,Bifidobacterium_pseudocatenulatum,Adlercreutzia_equolifaciens,Collinsella_aerofaciens,Collinsella_intestinalis,Collinsella_unclassified,Eggerthella_lenta,Eggerthella_sp_1_3_56FAA,Eggerthella_unclassified,Gordonibacter_pamelaeae,Slackia_piriformis,Bacteroides_caccae,Bacteroides_cellulosilyticus,Bacteroides_dorei,Bacteroides_eggerthii,Bacteroides_faecis,Bacteroides_finegoldii,Bacteroides_fragilis,Bacteroides_intestinalis,Bacteroides_massiliensis,Bacteroides_ovatus,Bacteroides_salyersiae,Bacteroides_sp_2_1_22,Bacteroides_stercoris,Bacteroides_thetaiotaomicron,Bacteroides_uniformis,Bacteroides_vulgatus,Bacteroides_xylanisolvens,Bacteroidales_bacterium_ph8,Barnesiella_intestinihominis,Odoribacter_laneus,Odoribacter_splanchnicus,Parabacteroides_distasonis,Parabacteroides_goldsteinii,Parabacteroides_merdae,Parabacteroides_unclassified,Paraprevotella_clara,Paraprevotella_unclassified,Prevotella_copri,Alistipes_finegoldii,Alistipes_indistinctus,Alistipes_onderdonkii,Alistipes_putredinis,Alistipes_senegalensis,Alistipes_shahii,Alistipes_sp_AP11,Alistipes_sp_HGB5,Alistipes_unclassified,Enterococcus_avium,Enterococcus_faecalis,Enterococcus_faecium,Lactobacillus_acidophilus,Lactobacillus_casei_paracasei,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_plantarum,Lactobacillus_rhamnosus,Lactobacillus_salivarius,Pediococcus_acidilactici,Pediococcus_lolii,Pediococcus_unclassified,Leuconostoc_citreum,Lactococcus_lactis,Streptococcus_australis,Streptococcus_lutetiensis,Streptococcus_mutans,Streptococcus_parasanguinis,Streptococcus_salivarius,Streptococcus_sanguinis,Streptococcus_thermophilus,Streptococcus_vestibularis,Butyricicoccus_pullicaecorum,Clostridiaceae_bacterium_JC118,Clostridium_asparagiforme,Clostridium_bolteae,Clostridium_butyricum,Clostridium_clostridioforme,Clostridium_hathewayi,Clostridium_leptum,Clostridium_nexile,Clostridium_perfringens,Clostridium_scindens,Clostridium_sp_KLE_1755,Clostridium_sp_L2_50,Clostridium_symbiosum,Clostridiales_bacterium_1_7_47FAA,Flavonifractor_plautii,Eubacterium_eligens,Eubacterium_hallii,Eubacterium_ramulus,Eubacterium_rectale,Eubacterium_siraeum,Eubacterium_sp_3_1_31,Eubacterium_ventriosum,Anaerostipes_caccae,Anaerostipes_hadrus,Anaerostipes_unclassified,Blautia_hansenii,Blautia_hydrogenotrophica,Blautia_producta,Ruminococcus_gnavus,Ruminococcus_obeum,Ruminococcus_torques,Coprococcus_catus,Coprococcus_comes,Coprococcus_sp_ART55_1,Dorea_formicigenerans,Dorea_longicatena,Dorea_unclassified,Lachnospiraceae_bacterium_1_1_57FAA,Lachnospiraceae_bacterium_1_4_56FAA,Lachnospiraceae_bacterium_2_1_58FAA,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae_bacterium_3_1_57FAA_CT1,Lachnospiraceae_bacterium_4_1_37FAA,Lachnospiraceae_bacterium_5_1_57FAA,Lachnospiraceae_bacterium_5_1_63FAA,Lachnospiraceae_bacterium_6_1_63FAA,Lachnospiraceae_bacterium_7_1_58FAA,Lachnospiraceae_bacterium_8_1_57FAA,Lachnospiraceae_bacterium_9_1_43BFAA,Roseburia_hominis,Roseburia_intestinalis,Roseburia_inulinivorans,Roseburia_unclassified,Oscillibacter_sp_KLE_1728,Oscillibacter_sp_KLE_1745,Oscillibacter_unclassified,Clostridium_bartlettii,Clostridium_difficile,Peptostreptococcaceae_noname_unclassified,Anaerotruncus_colihominis,Anaerotruncus_unclassified,Faecalibacterium_prausnitzii,Ruminococcaceae_bacterium_D16,Ruminococcus_bromii,Ruminococcus_callidus,Ruminococcus_lactaris,Ruminococcus_sp_5_1_39BFAA,Subdoligranulum_sp_4_3_54A2FAA,Subdoligranulum_unclassified,Catenibacterium_mitsuokai,Coprobacillus_unclassified,Clostridium_ramosum,Clostridium_spiroforme,Erysipelotrichaceae_bacterium_21_3,Erysipelotrichaceae_bacterium_2_2_44A,Erysipelotrichaceae_bacterium_3_1_53,Erysipelotrichaceae_bacterium_5_2_54FAA,Erysipelotrichaceae_bacterium_6_1_45,Eubacterium_biforme,Eubacterium_cylindroides,Eubacterium_dolichum,Holdemania_filiformis,Holdemania_unclassified,Turicibacter_unclassified,Acidaminococcus_intestini,Acidaminococcus_unclassified,Phascolarctobacterium_succinatutens,Dialister_invisus,Megamonas_hypermegale,Megamonas_unclassified,Megasphaera_micronuciformis,Megasphaera_unclassified,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_unclassified,Fusobacterium_nucleatum,Burkholderiales_bacterium_1_1_47,Parasutterella_excrementihominis,Sutterella_wadsworthensis,Bilophila_unclassified,Bilophila_wadsworthia,Desulfovibrio_piger,Citrobacter_unclassified,Enterobacter_cloacae,Escherichia_coli,Escherichia_unclassified,Klebsiella_oxytoca,Klebsiella_pneumoniae,Klebsiella_unclassified,Proteus_mirabilis,Haemophilus_parainfluenzae,Akkermansia_muciniphila,Methanobrevibacter_unclassified,Collinsella_stercoris,Bacteroides_clarus,Bacteroides_plebeius,Lactobacillus_delbrueckii,Lactobacillus_sakei
PRISM.9074,0.0,0.0,0.0,0.0,7.13e-05,0.014172899999999999,0.0,0.0,0.0,0.101625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001639,0.0,0.0008097000000000001,0.0,0.0009251,0.0027991999999999995,0.184936,0.0,0.0077831,0.0,0.014056899999999999,0.040982300000000006,0.031003899999999997,0.0,7.28e-05,0.0046425,0.0,0.0,0.0,0.012200399999999998,0.000131,0.0,0.0,0.0,0.0,0.0,0.008421099999999999,0.0,0.0018559000000000002,0.0022852,0.0,0.0196701,0.0,0.0138476,0.0,0.0,0.0014226,0.0009096,6.829999999999999e-05,0.0255989,0.0,0.0,4.3200000000000007e-05,0.0,0.291608,0.0,2.94e-05,0.0007317000000000001,0.0004004,0.0,0.0,0.0142808,0.022273400000000002,1.62e-05,0.004298699999999999,0.0,0.0,0.0,0.0,0.0,0.00010490000000000002,0.0007466,0.0,0.00028339999999999995,0.0,0.0,0.0008710000000000001,0.0102534,0.0018763999999999999,1.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.013761500000000001,0.0,0.0453376,0.0,0.0028868,0.0,0.0,0.0,0.0003076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065569999999999995,0.0,0.00021030000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.00010400000000000001,0.0,0.0,0.0013038,0.0173302,0.0,0.00018700000000000002,0.0,0.0,0.0,0.0019652999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021519999999999997,0.0,0.0089763,0.0080804,0.0,0.0,0.0,0.0,0.0,0.0,0.0008624,0.0010754000000000002,0.0,0.0,0.0,0.0,0.0006775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.9079,0.0,0.0,0.0,0.0,1.36e-05,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.0071992,0.0,0.0,0.0,4.6500000000000005e-05,0.0,0.0017989,0.0,0.0,0.0028159,0.0,0.0551896,0.0,3.16e-05,0.0,0.0,0.0,0.036478500000000004,0.0007367999999999999,0.0,0.0,0.0,0.0022995999999999997,0.0019924,0.0229083,0.0,0.0,0.0,0.0,0.0063237,0.0,0.0,0.0,0.0,0.0,0.0,0.467503,0.0001827,0.0,0.009226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19e-05,0.000344,0.0,0.0,0.0,0.0,0.0,0.0001347,6.4e-06,0.0,0.0,9.5e-06,0.00037719999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87e-05,0.0008998,0.0002607,0.0005625,0.10709300000000001,0.0002227,0.0,0.0044066,0.0,6.22e-05,0.0,0.0,0.0,0.0,0.0006751,0.0081399,0.007243,0.00028220000000000003,0.0020385,0.0,0.0052713000000000005,0.0042815,0.0,0.0,0.00011740000000000002,9e-05,9.8e-05,0.0,0.0,0.0,0.00032739999999999993,0.0,2.7000000000000004e-06,0.0007767000000000001,0.0,0.0019445999999999999,0.0,0.0007728,0.0,0.0,0.0024517,0.004476699999999999,0.0,0.0,0.0002431,0.0,0.0,0.0285587,8.2e-06,0.0,0.0,0.0284295,0.019168599999999997,0.0,0.0054018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84e-05,0.0,0.0,0.0,0.0,0.0387841,0.0,0.0,0.0,0.0,0.0,0.0,4.57e-05,0.0001307,0.0,0.0,0.0,0.0,0.010009100000000002,0.0006755,0.0,0.0,0.0,0.00016419999999999998,0.0003148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.9126,0.0,0.0,0.00022880000000000003,0.0,3.1e-06,0.0,0.0,0.0,0.0,0.0,0.0072809,0.0,0.0024804000000000002,0.036334500000000006,0.0,0.0,0.0,0.0,0.0020625,0.0,0.0,0.0209118,0.011906,3.13e-05,0.150739,0.0,0.0,0.0,0.0,0.0,0.0454526,0.0,0.0,0.0,0.003452,0.0403491,0.0322428,3.39e-05,0.001741,0.0,0.0,0.0054569,0.013315100000000002,0.0,0.03422619999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.00013330000000000001,0.0880077,0.0006716000000000001,0.0101305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.520000000000001e-05,0.0009718,0.0,0.0,0.0004444,0.0019187999999999998,2.57e-05,0.0001223,0.0,0.0,0.0,9.76e-05,0.0044871,0.0,0.00010590000000000001,1.09e-05,0.0002953,0.0,0.0,0.0,0.0,0.0,0.0,0.00022030000000000004,0.00025610000000000005,0.0127053,0.031172500000000002,0.0006424,0.0380024,0.0,0.0,0.0048777000000000004,0.0,0.008474500000000001,0.0,0.0,0.0004016,0.0,0.0023964000000000004,0.0149757,0.029503700000000004,0.004899499999999999,0.009283,0.0,0.0144578,0.012468,0.0,0.0,0.0027186,0.0,0.0056743,0.0,0.0,0.0,0.0031193,0.0,0.0002944,0.0052214,0.0,0.004728199999999999,0.0390566,0.043158300000000004,0.0,0.0,0.0032845999999999995,0.0,0.0,0.0,0.00032569999999999995,0.0,0.0001107,0.0557419,3.9e-05,0.0,0.0,0.010131999999999999,0.052006899999999995,0.0,0.0208207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003601,0.0011685999999999999,0.0,0.00018240000000000002,0.0,0.0,0.0,0.0433008,0.0,0.0,0.0,0.0,0.0,0.0,0.0001641,0.0002892,0.0,0.0020041,0.0035082,0.0,2.9199999999999998e-05,0.0,0.0,0.0,0.0,0.0009897,0.0,0.0,0.0,0.0,0.0,0.000138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRISM.9148,0.0,0.0,0.0,0.0,8.48e-05,0.0,0.0,0.0,0.0,0.0,1.34e-05,0.0059849,0.0029844000000000003,0.025895400000000002,0.0,0.0,1.84e-05,0.0,0.0007234,0.000615,0.0,0.0314251,0.0008207,0.0023818000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0139227,0.0,0.0,0.179622,0.0037176,0.038069,0.0190292,0.0,0.0012502000000000001,0.0218644,0.0,0.007292,0.0010723,0.0,0.065954,0.0,0.0,0.0,0.0,0.0,7.15e-05,0.0,0.0589369,0.0001756,0.025121599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.0020004000000000003,0.0,0.0017451,0.0002588,0.0,0.0,0.0006656,0.0006631,0.0,0.000146,0.0004055,0.0012648,0.0,0.0,1.56e-05,0.0,0.0,7.92e-05,0.0001659,0.0004967,0.0,0.0003492,0.038982499999999996,8.609999999999999e-05,0.0006466,0.0,0.0,0.0,0.0,0.0,0.0,0.0007456,0.0,0.028486599999999997,0.006111600000000001,0.0399519,0.0,0.028061400000000004,0.0,0.0,0.0030508,0.0,0.0018675,0.0015649000000000001,0.0097881,0.0,0.0,5.9e-06,0.0,0.0005116000000000001,0.0,0.00024700000000000004,0.0,0.0,0.0010255000000000002,0.040414099999999994,0.025138999999999998,0.0,0.0,0.0,0.0030987,0.0,0.0,0.0,0.0,0.00027360000000000004,0.107028,0.0095195,0.0,0.0,0.0,0.04787380000000001,0.0,0.034011400000000004,0.0,0.0028076999999999998,0.000676,0.0,0.0005133,0.0001981,5.39e-05,0.0,0.000288,0.0,0.0,0.0,0.0001724,0.00042110000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97e-05,0.0001774,0.0,0.0,0.0,0.0,0.0040536,0.0002525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024940000000000004,0.043961400000000005,0.0,0.0,0.0,0.0,0.0,0.0
Validation.LLDeep_0001,0.049766500000000005,0.0,0.0,0.0,0.0288351,0.0,0.0,0.0,0.0,0.0,0.017491,0.0015505999999999999,0.00037370000000000003,0.021514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011719999999999999,0.000708,0.0016091999999999999,0.0,0.0,0.0,0.0,0.006674600000000001,3.1e-06,0.0,0.0,0.0,5.629999999999999e-05,0.0385752,0.0076706000000000005,8.809999999999999e-05,0.0005936,0.0006554999999999999,0.0,0.0,0.00018480000000000002,0.0,0.0005574,0.0013607,0.0017315000000000002,0.0020242999999999997,0.013166999999999998,0.0,0.0015127,9.67e-05,0.0016910999999999999,0.0,0.0007434999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002942,0.0031655,0.0,0.0006381000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231525,0.0214137,0.0016017,0.151892,0.209564,0.0,0.0020322,0.0,0.0018840999999999997,0.0,0.0,0.0,0.0,0.0,0.014099500000000001,0.0080636,0.0074306,0.0075144999999999995,0.0,0.008486200000000001,0.0197114,0.0,0.0001385,0.0,0.0,0.0,0.0,0.0,0.0,0.0017737000000000002,0.0,0.0055056,0.0,0.0,0.0145042,0.0009984,0.0022728,0.0,0.0,0.0,0.0005618,0.0010424000000000002,0.0,0.0021436999999999997,0.0,0.0,0.07914639999999999,0.0,0.0436845,0.0,0.0036748000000000006,0.0,0.0,0.027402600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009212999999999999,1.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049412300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.007443000000000001,0.0,0.0,0.0,0.0,0.0
Validation.LLDeep_0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15921300000000002,0.0,0.0,0.0,0.0,0.0,0.00038560000000000005,0.0,0.007303699999999999,0.0021582,0.0,0.0112911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006132999999999999,0.0,0.0,0.0087802,0.0048647,0.018789,0.0212245,0.001668,0.0,0.0,0.0,0.0,0.0010918,0.0,0.0,0.0014767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008512899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028905999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028552,0.011537100000000002,0.0022642,0.0191138,0.0,0.0,0.0004255,0.0,0.0055523000000000005,0.0,0.0,0.0,0.0,0.0,0.0199182,0.0187912,0.0016547999999999999,0.0215709,0.118698,0.0,0.0053279,0.0,0.0,0.0,0.0010912,0.0005503999999999999,0.0,0.0,0.0,0.0016981,0.0,0.0,0.0,0.0,0.0002742,0.020832800000000002,0.0018723,0.0,0.0,0.0,0.0019868,0.0016239000000000002,0.0,0.0026189,0.0,0.0,0.154411,0.0,0.140458,0.0243804,0.0242294,0.058258000000000004,0.0,0.029363099999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034334300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027214,0.0,0.0,0.0,0.0,0.0069087,0.006155300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013265999999999998,0.0,0.0,0.0
Validation.LLDeep_0010,0.0,0.0,0.0,0.0,0.0001422,0.0,0.0,0.0,0.0,0.001759,0.201164,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0125554,0.0161932,0.0,0.016704499999999997,0.0471223,0.0,0.0,0.0,0.0,0.0,0.0,0.0208888,0.0033162,0.0,0.0,0.0,0.0058446,0.023422799999999997,0.0249252,0.0016574,0.0,0.0109015,0.0,0.0,0.00020269999999999997,0.0,0.0040852,0.0057982,0.0,0.0,0.0,0.0073181,0.0,0.0033137,0.0,0.0,0.0057969,0.0,0.0,0.0336503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021869999999999998,0.0037243000000000003,0.0,0.000296,0.0,0.0,0.0,0.0,0.0013107999999999998,0.0,0.0029335,0.0028259,0.0022083000000000003,0.011610299999999999,0.0,0.0,0.0,0.0,0.0,0.0013713,0.0,0.0,0.221023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083289,0.0,0.0,0.0025623,0.0030496,0.0032101,0.0115369,0.0,0.0,0.0,0.0,0.014195300000000001,0.0,7.58e-05,0.0,0.0,0.0,0.0,0.0,0.0035280000000000003,0.0,0.0,0.0,0.013940000000000001,0.0,0.0,0.008221700000000002,0.0035695999999999996,0.0,0.0,0.0,0.0013224,0.0007832000000000001,0.0,0.0024393,0.0,0.0,0.044825800000000006,0.0032311,0.0867091,0.00025699999999999996,0.0,0.0,0.0,0.0092639,0.0,0.0195488,0.0046317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006868999999999999,0.007389100000000001,0.0,0.0,0.0,0.0,0.0015748,0.0013725999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Validation.LLDeep_0011,0.0,0.0,0.0,0.0,0.11216199999999998,0.0,0.0035095,0.0,0.0160828,0.0,0.09805789999999999,0.0,0.0017112000000000002,0.0344349,0.0,0.0,0.0001107,0.0,0.0,0.00025499999999999996,0.0025603,0.11838499999999999,0.0026109,0.0006995,0.0109107,0.000592,0.0,1.47e-05,0.0,0.021283700000000003,0.0016618,0.0,0.0,3.04e-05,0.0,0.0089199,0.011107200000000001,0.0001348,0.0091098,0.026356400000000002,0.0,0.0023829,0.0235768,0.0,0.0098675,0.0,0.0010062,0.0039579,0.0,0.0070801,0.0020824000000000003,0.0127543,0.026941399999999997,0.0,0.006770100000000001,0.0029851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023209999999999998,0.0036533,0.021596599999999997,0.0,7.53e-05,0.0008468,0.0,0.0,0.0,0.0,0.0,0.0,5.8599999999999995e-05,0.0006058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29e-05,0.0036039,0.0262121,0.0014722000000000001,0.0001932,0.0,0.0,0.0029296,0.0,0.007711399999999999,0.0,0.0,0.0,0.0,0.0,0.017663400000000003,0.005576,0.003812,0.0102135,0.0,0.0063409,0.0037378999999999997,0.0,0.0017422,0.0,0.0,0.0007700000000000001,0.0,0.0,0.0,0.0006707000000000001,0.0,0.0001996,0.006492100000000001,0.0,0.0018315999999999999,0.0,0.0021002,0.0070965,0.0,0.0,0.0114976,0.0037007,0.0,0.0,0.0,0.0,0.052622300000000004,3.4e-05,0.0,0.0011998,4.2999999999999995e-06,0.0243438,0.0,0.027929000000000002,0.0,7.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055986000000000005,0.0030243,0.0,0.0,0.0,0.0,0.0012152999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.12413699999999998,0.0,0.0,0.0024113000000000003,0.0,0.0,0.0
Validation.LLDeep_0012,6.3e-05,0.0,0.0,0.0,0.09413819999999999,0.0,0.0,0.0,0.0,0.0,0.023521200000000003,0.009269,0.00038280000000000003,0.0454582,0.0,0.0,0.0,0.0,0.0001042,0.0,0.0006013,0.0004502,0.0001747,0.0004345,0.0023453000000000002,0.0007227000000000001,0.0,0.0,0.0,0.0025686999999999997,1.92e-05,0.0,0.0,0.0025233,4.429999999999999e-05,0.0172092,0.0080369,5.7799999999999995e-05,0.0005806,0.0009842,0.0,0.0,0.0001471,0.0,0.0012294,0.0,0.0002029,0.0005837999999999999,0.0,0.0,0.000101,0.0001505,0.0066729,0.0,0.0022091999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023638,0.0052837,0.0,1.11e-05,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,0.0005585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75e-05,0.0004327,0.027502199999999997,0.003268,0.104451,0.0,0.0,0.006312300000000001,0.0,0.0109619,0.0,0.0,0.0008456,0.0,0.0003133,0.035376300000000006,0.018396799999999998,0.0,0.0133195,0.023144,0.0079877,0.0053121999999999996,0.0,0.0,0.00019769999999999998,7.6e-06,0.0004455,0.0,0.0,2.8300000000000003e-05,0.001181,0.0,1.4599999999999999e-05,0.0,0.0,0.0043863999999999995,0.0017987,0.011270700000000002,0.0,0.0,0.0,0.0043991,0.0,0.0,0.0005192,0.0,0.0,0.09247810000000001,0.0,4.05e-05,0.021978900000000003,0.0,0.135148,0.0,0.15524000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06139650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004763999999999999,0.0,0.0,0.0,0.0,0.0003258,0.0001006,0.0,0.0,0.0,0.0,0.0,0.0164662,0.0,0.0011137,0.0,0.0,0.0,0.0
Validation.LLDeep_0015,0.0,0.0,0.0,0.0,0.139166,0.0,0.0209342,0.0,0.0,0.0,0.009895999999999999,0.0,0.0034748000000000005,0.043385900000000005,0.0,0.0,1.0800000000000002e-05,0.0,0.0002747,0.00015930000000000002,0.0,0.005186,0.0031707,0.0,0.0,0.0,0.0,0.0023550999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0033453000000000003,0.0090473,0.011545,0.000918,0.0036954,0.0027753,0.0,0.0,0.00042249999999999997,0.0,0.0,0.0030783,0.0,0.0,0.0,0.0,0.0,0.0008476000000000001,0.0155993,0.0,0.0028409000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206,0.0,0.0029162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056683,0.0098866,0.037284500000000005,0.0012605000000000001,0.0,0.0001763,0.0,0.0015174000000000001,0.0,0.0,0.0,0.0,0.0,0.0187965,0.014566399999999998,0.007587399999999999,0.017211900000000002,0.0,0.0107975,0.0377917,0.0,0.0,0.0,0.0,0.0023361000000000002,0.0,0.0,0.0,0.0018604,0.0,0.0002129,0.0,0.0,0.0001807,0.0016965,0.0044632,0.0018064,0.0,0.0,0.0020591,0.0027688,0.0,0.0010081,0.0,0.0,0.08672510000000001,0.0002209,0.0813452,0.007110300000000001,0.0,0.05670359999999999,0.0,0.274826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008565,0.0035446999999999996,0.0,0.0,0.0,0.0,0.0006104,0.0012177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4200000000000004e-05,0.0,0.0,0.0
